SampleIndex,CAN_H_V,CAN_L_V
162,2.395583,2.395583
163,3.645583,1.645583
164,3.533834,1.533834
165,2.691864,2.691864
166,3.737553,1.737553
167,2.679417,2.679417
168,2.408030,2.408030
169,2.429417,2.429417
170,3.783834,1.783834
171,3.521387,1.521387
172,3.395583,1.395583
173,3.487553,1.487553
174,2.783834,2.783834
175,3.750000,1.750000
176,3.395583,1.395583
177,3.408030,1.408030
178,2.783834,2.783834
179,3.783834,1.783834
180,2.645583,2.645583
181,3.645583,1.645583
182,3.441864,1.441864
183,3.441864,1.441864
184,2.771387,2.771387
185,2.521387,2.521387
186,2.395583,2.395583
187,2.487553,2.487553
188,2.533834,2.533834
189,3.750000,1.750000
190,2.737553,2.737553
191,2.408030,2.408030
192,2.408030,2.408030
193,2.533834,2.533834
194,2.533834,2.533834
195,3.737553,1.737553
196,2.737553,2.737553
197,2.408030,2.408030
198,2.408030,2.408030
199,2.533834,2.533834
200,2.533834,2.533834
201,3.737553,1.737553
202,2.737553,2.737553
203,2.408030,2.408030
204,2.408030,2.408030
205,2.533834,2.533834
206,2.533834,2.533834
207,3.737553,1.737553
208,2.737553,2.737553
209,2.408030,2.408030
210,2.408030,2.408030
211,2.533834,2.533834
212,2.533834,2.533834
213,3.737553,1.737553
214,2.737553,2.737553
215,2.408030,2.408030
216,2.408030,2.408030
217,2.533834,2.533834
218,2.533834,2.533834
219,3.737553,1.737553
220,2.737553,2.737553
221,2.408030,2.408030
222,2.408030,2.408030
223,2.533834,2.533834
224,2.533834,2.533834
225,3.737553,1.737553
226,2.737553,2.737553
227,2.408030,2.408030
228,2.408030,2.408030
229,2.533834,2.533834
230,2.533834,2.533834
231,3.737553,1.737553
232,2.737553,2.737553
233,2.408030,2.408030
234,2.408030,2.408030
235,2.533834,2.533834
236,2.533834,2.533834
237,3.737553,1.737553
238,2.737553,2.737553
239,2.408030,2.408030
240,2.408030,2.408030
241,2.533834,2.533834
242,2.533834,2.533834
243,3.737553,1.737553
244,2.737553,2.737553
245,2.408030,2.408030
246,2.408030,2.408030
247,2.533834,2.533834
248,2.533834,2.533834
249,3.737553,1.737553
250,2.737553,2.737553
251,2.408030,2.408030
252,2.408030,2.408030
253,2.533834,2.533834
254,2.533834,2.533834
255,3.737553,1.737553
256,2.737553,2.737553
257,2.408030,2.408030
258,2.408030,2.408030
259,2.533834,2.533834
260,3.783834,1.783834
261,2.737553,2.737553
262,2.395583,2.395583
263,2.408030,2.408030
264,3.783834,1.783834
265,2.783834,2.783834
266,3.645583,1.645583
267,3.395583,1.395583
268,2.691864,2.691864
269,3.783834,1.783834
270,3.429417,1.429417
271,3.395583,1.395583
272,3.521387,1.521387
273,2.783834,2.783834
274,3.737553,1.737553
275,2.645583,2.645583
276,3.658030,1.658030
277,2.691864,2.691864
278,2.441864,2.441864
279,2.429417,2.429417
280,2.521387,2.521387
281,2.521387,2.521387
282,3.737553,1.737553
283,2.737553,2.737553
284,2.408030,2.408030
285,2.408030,2.408030
286,2.533834,2.533834
287,2.533834,2.533834
288,3.737553,1.737553
289,2.737553,2.737553
290,3.658030,1.658030
291,3.408030,1.408030
292,2.691864,2.691864
293,3.783834,1.783834
294,3.429417,1.429417
295,3.395583,1.395583
296,2.771387,2.771387
297,2.533834,2.533834
298,2.395583,2.395583
299,2.487553,2.487553
300,2.533834,2.533834
301,3.750000,1.750000
302,2.737553,2.737553
303,2.408030,2.408030
304,2.408030,2.408030
305,3.783834,1.783834
306,2.783834,2.783834
307,2.395583,2.395583
308,3.645583,1.645583
309,2.783834,2.783834
310,3.691864,1.691864
311,2.645583,2.645583
312,3.679417,1.679417
313,3.441864,1.441864
314,3.429417,1.429417
315,3.521387,1.521387
316,3.521387,1.521387
317,2.737553,2.737553
318,3.737553,1.737553
319,3.408030,1.408030
320,2.658030,2.658030
321,3.783834,1.783834
322,3.441864,1.441864
323,3.395583,1.395583
324,2.771387,2.771387
325,3.783834,1.783834
326,2.645583,2.645583
327,3.645583,1.645583
328,3.441864,1.441864
329,3.441864,1.441864
330,2.771387,2.771387
331,2.521387,2.521387
332,3.645583,1.645583
333,2.737553,2.737553
334,2.441864,2.441864
335,2.408030,2.408030
336,2.521387,2.521387
337,2.533834,2.533834
338,3.737553,1.737553
339,2.737553,2.737553
340,2.408030,2.408030
341,2.408030,2.408030
342,2.533834,2.533834
343,2.533834,2.533834
344,3.737553,1.737553
345,2.737553,2.737553
346,2.408030,2.408030
347,3.658030,1.658030
348,2.783834,2.783834
349,2.441864,2.441864
350,2.395583,2.395583
351,2.521387,2.521387
352,2.533834,2.533834
353,3.737553,1.737553
354,2.737553,2.737553
355,2.408030,2.408030
356,2.408030,2.408030
357,3.783834,1.783834
358,3.533834,1.533834
359,3.395583,1.395583
360,3.487553,1.487553
361,3.533834,1.533834
362,2.750000,2.750000
363,3.737553,1.737553
364,3.408030,1.408030
365,3.408030,1.408030
366,2.783834,2.783834
367,2.533834,2.533834
368,2.395583,2.395583
369,2.487553,2.487553
370,3.783834,1.783834
371,3.500000,1.500000
372,3.395583,1.395583
373,3.500000,1.500000
374,2.783834,2.783834
375,2.500000,2.500000
376,2.395583,2.395583
377,2.500000,2.500000
378,2.533834,2.533834
379,3.750000,1.750000
380,2.737553,2.737553
381,2.408030,2.408030
382,2.408030,2.408030
383,2.533834,2.533834
384,2.533834,2.533834
385,3.737553,1.737553
386,2.737553,2.737553
387,2.408030,2.408030
388,2.408030,2.408030
389,2.533834,2.533834
390,2.533834,2.533834
391,3.737553,1.737553
392,2.737553,2.737553
393,2.408030,2.408030
394,2.408030,2.408030
395,2.533834,2.533834
396,2.533834,2.533834
397,3.737553,1.737553
398,2.737553,2.737553
399,2.408030,2.408030
400,2.408030,2.408030
401,2.533834,2.533834
402,3.783834,1.783834
403,3.487553,1.487553
404,3.395583,1.395583
405,2.750000,2.750000
406,3.783834,1.783834
407,3.408030,1.408030
408,3.395583,1.395583
409,2.783834,2.783834
410,2.533834,2.533834
411,3.645583,1.645583
412,2.737553,2.737553
413,3.691864,1.691864
414,2.658030,2.658030
415,3.679417,1.679417
416,2.691864,2.691864
417,2.429417,2.429417
418,3.679417,1.679417
419,2.771387,2.771387
420,2.429417,2.429417
421,2.395583,2.395583
422,2.521387,2.521387
423,2.533834,2.533834
424,3.737553,1.737553
425,2.737553,2.737553
426,2.408030,2.408030
427,2.408030,2.408030
428,2.533834,2.533834
429,2.533834,2.533834
430,3.737553,1.737553
431,2.737553,2.737553
432,3.658030,1.658030
433,3.408030,1.408030
434,2.691864,2.691864
435,3.783834,1.783834
436,3.429417,1.429417
437,3.395583,1.395583
438,2.771387,2.771387
439,2.533834,2.533834
440,2.395583,2.395583
441,2.487553,2.487553
442,2.533834,2.533834
443,3.750000,1.750000
444,2.737553,2.737553
445,2.408030,2.408030
446,2.408030,2.408030
447,3.783834,1.783834
448,2.783834,2.783834
449,2.395583,2.395583
450,3.645583,1.645583
451,2.783834,2.783834
452,3.691864,1.691864
453,3.395583,1.395583
454,3.429417,1.429417
455,3.533834,1.533834
456,3.521387,1.521387
457,2.737553,2.737553
458,3.737553,1.737553
459,3.408030,1.408030
460,3.408030,1.408030
461,3.533834,1.533834
462,2.783834,2.783834
463,3.737553,1.737553
464,3.395583,1.395583
465,3.408030,1.408030
466,2.783834,2.783834
467,3.783834,1.783834
468,2.645583,2.645583
469,3.645583,1.645583
470,3.441864,1.441864
471,3.441864,1.441864
472,2.771387,2.771387
473,2.521387,2.521387
474,2.395583,2.395583
475,2.487553,2.487553
476,2.533834,2.533834
477,3.750000,1.750000
478,2.737553,2.737553
479,2.408030,2.408030
480,2.408030,2.408030
481,2.533834,2.533834
482,2.533834,2.533834
483,3.737553,1.737553
484,2.737553,2.737553
485,2.408030,2.408030
486,2.408030,2.408030
487,2.533834,2.533834
488,2.533834,2.533834
489,3.737553,1.737553
490,2.737553,2.737553
491,2.408030,2.408030
492,3.658030,1.658030
493,2.783834,2.783834
494,2.441864,2.441864
495,2.395583,2.395583
496,2.521387,2.521387
497,2.533834,2.533834
498,3.737553,1.737553
499,2.737553,2.737553
500,2.408030,2.408030
501,2.408030,2.408030
502,2.533834,2.533834
503,2.533834,2.533834
504,3.737553,1.737553
505,2.737553,2.737553
506,2.408030,2.408030
507,2.408030,2.408030
508,2.533834,2.533834
509,2.533834,2.533834
510,3.737553,1.737553
511,3.487553,1.487553
512,3.408030,1.408030
513,3.500000,1.500000
514,2.783834,2.783834
515,2.500000,2.500000
516,2.395583,2.395583
517,2.500000,2.500000
518,2.533834,2.533834
519,3.750000,1.750000
520,2.737553,2.737553
521,2.408030,2.408030
522,2.408030,2.408030
523,2.533834,2.533834
524,2.533834,2.533834
525,3.737553,1.737553
526,2.737553,2.737553
527,2.408030,2.408030
528,2.408030,2.408030
529,2.533834,2.533834
530,2.533834,2.533834
531,3.737553,1.737553
532,2.737553,2.737553
533,2.408030,2.408030
534,2.408030,2.408030
535,2.533834,2.533834
536,2.533834,2.533834
537,3.737553,1.737553
538,2.737553,2.737553
539,2.408030,2.408030
540,2.408030,2.408030
541,2.533834,2.533834
542,2.533834,2.533834
543,3.737553,1.737553
544,2.737553,2.737553
545,2.408030,2.408030
546,2.408030,2.408030
547,3.783834,1.783834
548,3.533834,1.533834
549,2.645583,2.645583
550,3.737553,1.737553
551,2.691864,2.691864
552,3.658030,1.658030
553,3.429417,1.429417
554,3.441864,1.441864
555,3.521387,1.521387
556,2.771387,2.771387
557,3.737553,1.737553
558,3.395583,1.395583
559,3.408030,1.408030
560,3.533834,1.533834
561,3.533834,1.533834
562,2.737553,2.737553
563,2.487553,2.487553
564,3.658030,1.658030
565,2.750000,2.750000
566,2.441864,2.441864
567,2.408030,2.408030
568,2.521387,2.521387
569,2.533834,2.533834
570,3.737553,1.737553
571,2.737553,2.737553
572,2.408030,2.408030
573,2.408030,2.408030
574,2.533834,2.533834
575,2.533834,2.533834
576,3.737553,1.737553
577,2.737553,2.737553
578,3.658030,1.658030
579,2.658030,2.658030
580,3.691864,1.691864
581,2.691864,2.691864
582,3.679417,1.679417
583,3.429417,1.429417
584,2.679417,2.679417
585,2.521387,2.521387
586,2.429417,2.429417
587,2.487553,2.487553
588,2.521387,2.521387
589,3.750000,1.750000
590,2.737553,2.737553
591,2.408030,2.408030
592,2.408030,2.408030
593,3.783834,1.783834
594,2.783834,2.783834
595,2.395583,2.395583
596,3.645583,1.645583
597,3.533834,1.533834
598,2.691864,2.691864
599,3.737553,1.737553
600,3.429417,1.429417
601,2.658030,2.658030
602,2.521387,2.521387
603,2.441864,2.441864
604,3.737553,1.737553
605,3.521387,1.521387
606,3.408030,1.408030
607,2.737553,2.737553
608,3.783834,1.783834
609,3.408030,1.408030
610,3.395583,1.395583
611,2.783834,2.783834
612,3.783834,1.783834
613,2.645583,2.645583
614,3.645583,1.645583
615,3.441864,1.441864
616,3.441864,1.441864
617,2.771387,2.771387
618,2.521387,2.521387
619,2.395583,2.395583
620,2.487553,2.487553
621,2.533834,2.533834
622,3.750000,1.750000
623,2.737553,2.737553
624,2.408030,2.408030
625,2.408030,2.408030
626,2.533834,2.533834
627,2.533834,2.533834
628,3.737553,1.737553
629,2.737553,2.737553
630,2.408030,2.408030
631,2.408030,2.408030
632,2.533834,2.533834
633,2.533834,2.533834
634,3.737553,1.737553
635,2.737553,2.737553
636,2.408030,2.408030
637,2.408030,2.408030
638,2.533834,2.533834
639,2.533834,2.533834
640,3.737553,1.737553
641,2.737553,2.737553
642,2.408030,2.408030
643,2.408030,2.408030
644,2.533834,2.533834
645,2.533834,2.533834
646,3.737553,1.737553
647,2.737553,2.737553
648,2.408030,2.408030
649,2.408030,2.408030
650,2.533834,2.533834
651,2.533834,2.533834
652,3.737553,1.737553
653,2.737553,2.737553
654,2.408030,2.408030
655,2.408030,2.408030
656,2.533834,2.533834
657,2.533834,2.533834
658,3.737553,1.737553
659,2.737553,2.737553
660,2.408030,2.408030
661,2.408030,2.408030
662,2.533834,2.533834
663,2.533834,2.533834
664,3.737553,1.737553
665,2.737553,2.737553
666,2.408030,2.408030
667,2.408030,2.408030
668,2.533834,2.533834
669,2.533834,2.533834
670,3.737553,1.737553
671,2.737553,2.737553
672,2.408030,2.408030
673,2.408030,2.408030
674,2.533834,2.533834
675,2.533834,2.533834
676,3.737553,1.737553
677,2.737553,2.737553
678,2.408030,2.408030
679,2.408030,2.408030
680,2.533834,2.533834
681,2.533834,2.533834
682,3.737553,1.737553
683,2.737553,2.737553
684,2.408030,2.408030
685,2.408030,2.408030
686,2.533834,2.533834
687,2.533834,2.533834
688,3.737553,1.737553
689,2.737553,2.737553
690,2.408030,2.408030
691,2.408030,2.408030
692,2.533834,2.533834
693,3.783834,1.783834
694,2.737553,2.737553
695,3.645583,1.645583
696,2.658030,2.658030
697,3.691864,1.691864
698,2.691864,2.691864
699,3.679417,1.679417
700,3.429417,1.429417
701,2.679417,2.679417
702,2.521387,2.521387
703,2.429417,2.429417
704,2.487553,2.487553
705,2.521387,2.521387
706,3.750000,1.750000
707,3.487553,1.487553
708,3.408030,1.408030
709,2.750000,2.750000
710,3.783834,1.783834
711,2.658030,2.658030
712,2.395583,2.395583
713,2.441864,2.441864
714,2.533834,2.533834
715,2.521387,2.521387
716,3.737553,1.737553
717,2.737553,2.737553
718,2.408030,2.408030
719,2.408030,2.408030
720,2.533834,2.533834
721,2.533834,2.533834
722,3.737553,1.737553
723,2.737553,2.737553
724,3.658030,1.658030
725,3.408030,1.408030
726,2.691864,2.691864
727,3.783834,1.783834
728,3.429417,1.429417
729,3.395583,1.395583
730,2.771387,2.771387
731,2.533834,2.533834
732,2.395583,2.395583
733,2.487553,2.487553
734,2.533834,2.533834
735,3.750000,1.750000
736,2.737553,2.737553
737,2.408030,2.408030
738,2.408030,2.408030
739,3.783834,1.783834
740,2.783834,2.783834
741,2.395583,2.395583
742,3.645583,1.645583
743,2.783834,2.783834
744,3.691864,1.691864
745,2.645583,2.645583
746,3.679417,1.679417
747,3.441864,1.441864
748,3.429417,1.429417
749,3.521387,1.521387
750,3.521387,1.521387
751,2.737553,2.737553
752,3.737553,1.737553
753,3.408030,1.408030
754,2.658030,2.658030
755,3.783834,1.783834
756,3.441864,1.441864
757,3.395583,1.395583
758,2.771387,2.771387
759,3.783834,1.783834
760,2.645583,2.645583
761,3.645583,1.645583
762,3.441864,1.441864
763,3.441864,1.441864
764,3.521387,1.521387
765,3.521387,1.521387
766,2.737553,2.737553
767,2.487553,2.487553
768,2.408030,2.408030
769,3.750000,1.750000
770,3.533834,1.533834
771,3.408030,1.408030
772,3.487553,1.487553
773,2.783834,2.783834
774,2.500000,2.500000
775,2.395583,2.395583
776,2.500000,2.500000
777,3.783834,1.783834
778,3.500000,1.500000
779,3.395583,1.395583
780,3.500000,1.500000
781,2.783834,2.783834
782,2.500000,2.500000
783,2.395583,2.395583
784,2.500000,2.500000
785,2.533834,2.533834
786,3.750000,1.750000
787,2.737553,2.737553
788,2.408030,2.408030
789,2.408030,2.408030
790,3.783834,1.783834
791,3.533834,1.533834
792,3.395583,1.395583
793,3.487553,1.487553
794,3.533834,1.533834
795,2.750000,2.750000
796,3.737553,1.737553
797,3.408030,1.408030
798,3.408030,1.408030
799,2.783834,2.783834
800,2.533834,2.533834
801,2.395583,2.395583
802,2.487553,2.487553
803,3.783834,1.783834
804,3.500000,1.500000
805,3.395583,1.395583
806,3.500000,1.500000
807,2.783834,2.783834
808,2.500000,2.500000
809,2.395583,2.395583
810,2.500000,2.500000
811,2.533834,2.533834
812,3.750000,1.750000
813,2.737553,2.737553
814,2.408030,2.408030
815,2.408030,2.408030
816,2.533834,2.533834
817,2.533834,2.533834
818,3.737553,1.737553
819,2.737553,2.737553
820,2.408030,2.408030
821,2.408030,2.408030
822,2.533834,2.533834
823,2.533834,2.533834
824,3.737553,1.737553
825,2.737553,2.737553
826,2.408030,2.408030
827,2.408030,2.408030
828,2.533834,2.533834
829,2.533834,2.533834
830,3.737553,1.737553
831,2.737553,2.737553
832,2.408030,2.408030
833,2.408030,2.408030
834,2.533834,2.533834
835,3.783834,1.783834
836,3.487553,1.487553
837,2.645583,2.645583
838,2.500000,2.500000
839,2.441864,2.441864
840,3.750000,1.750000
841,2.771387,2.771387
842,3.658030,1.658030
843,3.395583,1.395583
844,3.441864,1.441864
845,2.783834,2.783834
846,3.771387,1.771387
847,2.645583,2.645583
848,3.645583,1.645583
849,3.441864,1.441864
850,2.691864,2.691864
851,3.771387,1.771387
852,2.679417,2.679417
853,2.395583,2.395583
854,2.429417,2.429417
855,2.533834,2.533834
856,2.521387,2.521387
857,3.737553,1.737553
858,2.737553,2.737553
859,2.408030,2.408030
860,2.408030,2.408030
861,2.533834,2.533834
862,2.533834,2.533834
863,3.737553,1.737553
864,2.737553,2.737553
865,3.658030,1.658030
866,2.658030,2.658030
867,2.441864,2.441864
868,3.691864,1.691864
869,3.521387,1.521387
870,3.429417,1.429417
871,2.737553,2.737553
872,2.521387,2.521387
873,2.408030,2.408030
874,2.487553,2.487553
875,2.533834,2.533834
876,3.750000,1.750000
877,2.737553,2.737553
878,2.408030,2.408030
879,2.408030,2.408030
880,3.783834,1.783834
881,2.783834,2.783834
882,2.395583,2.395583
883,3.645583,1.645583
884,3.533834,1.533834
885,3.441864,1.441864
886,3.487553,1.487553
887,2.771387,2.771387
888,2.500000,2.500000
889,2.395583,2.395583
890,2.500000,2.500000
891,3.783834,1.783834
892,3.500000,1.500000
893,3.395583,1.395583
894,2.750000,2.750000
895,3.783834,1.783834
896,3.408030,1.408030
897,3.395583,1.395583
898,2.783834,2.783834
899,3.783834,1.783834
900,2.645583,2.645583
901,3.645583,1.645583
902,3.441864,1.441864
903,3.441864,1.441864
904,2.771387,2.771387
905,2.521387,2.521387
906,2.395583,2.395583
907,2.487553,2.487553
908,2.533834,2.533834
909,3.750000,1.750000
910,2.737553,2.737553
911,2.408030,2.408030
912,2.408030,2.408030
913,3.783834,1.783834
914,2.783834,2.783834
915,2.395583,2.395583
916,2.395583,2.395583
917,2.533834,2.533834
918,2.533834,2.533834
919,3.737553,1.737553
920,2.737553,2.737553
921,3.658030,1.658030
922,3.408030,1.408030
923,3.441864,1.441864
924,2.783834,2.783834
925,2.521387,2.521387
926,2.395583,2.395583
927,2.487553,2.487553
928,2.533834,2.533834
929,3.750000,1.750000
930,2.737553,2.737553
931,2.408030,2.408030
932,2.408030,2.408030
933,2.533834,2.533834
934,2.533834,2.533834
935,3.737553,1.737553
936,2.737553,2.737553
937,3.658030,1.658030
938,3.408030,1.408030
939,3.441864,1.441864
940,3.533834,1.533834
941,3.521387,1.521387
942,2.737553,2.737553
943,2.487553,2.487553
944,3.658030,1.658030
945,2.750000,2.750000
946,3.691864,1.691864
947,2.658030,2.658030
948,3.679417,1.679417
949,3.441864,1.441864
950,3.429417,1.429417
951,2.771387,2.771387
952,2.521387,2.521387
953,3.645583,1.645583
954,2.737553,2.737553
955,3.691864,1.691864
956,2.658030,2.658030
957,2.429417,2.429417
958,2.441864,2.441864
959,2.521387,2.521387
960,2.521387,2.521387
961,3.737553,1.737553
962,2.737553,2.737553
963,2.408030,2.408030
964,3.658030,1.658030
965,2.783834,2.783834
966,2.441864,2.441864
967,2.395583,2.395583
968,2.521387,2.521387
969,2.533834,2.533834
970,3.737553,1.737553
971,2.737553,2.737553
972,2.408030,2.408030
973,2.408030,2.408030
974,2.533834,2.533834
975,3.783834,1.783834
976,3.487553,1.487553
977,2.645583,2.645583
978,2.500000,2.500000
979,2.441864,2.441864
980,3.750000,1.750000
981,2.771387,2.771387
982,3.658030,1.658030
983,3.395583,1.395583
984,3.441864,1.441864
985,2.783834,2.783834
986,3.771387,1.771387
987,2.645583,2.645583
988,2.395583,2.395583
989,3.691864,1.691864
990,2.783834,2.783834
991,3.679417,1.679417
992,2.645583,2.645583
993,2.429417,2.429417
994,2.441864,2.441864
995,2.521387,2.521387
996,2.521387,2.521387
997,3.737553,1.737553
998,2.737553,2.737553
999,2.408030,2.408030
1000,2.408030,2.408030
1001,2.533834,2.533834
1002,2.533834,2.533834
1003,3.737553,1.737553
1004,2.737553,2.737553
1005,3.658030,1.658030
1006,2.658030,2.658030
1007,2.441864,2.441864
1008,3.691864,1.691864
1009,3.521387,1.521387
1010,3.429417,1.429417
1011,2.737553,2.737553
1012,2.521387,2.521387
1013,2.408030,2.408030
1014,2.487553,2.487553
1015,2.533834,2.533834
1016,3.750000,1.750000
1017,2.737553,2.737553
1018,2.408030,2.408030
1019,2.408030,2.408030
1020,3.783834,1.783834
1021,2.783834,2.783834
1022,2.395583,2.395583
1023,3.645583,1.645583
1024,2.783834,2.783834
1025,3.691864,1.691864
1026,3.395583,1.395583
1027,2.679417,2.679417
1028,2.533834,2.533834
1029,2.429417,2.429417
1030,2.487553,2.487553
1031,3.771387,1.771387
1032,3.500000,1.500000
1033,3.395583,1.395583
1034,2.750000,2.750000
1035,3.783834,1.783834
1036,3.408030,1.408030
1037,3.395583,1.395583
1038,2.783834,2.783834
1039,3.783834,1.783834
1040,2.645583,2.645583
1041,3.645583,1.645583
1042,3.441864,1.441864
1043,3.441864,1.441864
1044,2.771387,2.771387
1045,2.521387,2.521387
1046,2.395583,2.395583
1047,2.487553,2.487553
1048,2.533834,2.533834
1049,3.750000,1.750000
1050,2.737553,2.737553
1051,2.408030,2.408030
1052,2.408030,2.408030
1053,2.533834,2.533834
1054,2.533834,2.533834
1055,3.737553,1.737553
1056,2.737553,2.737553
1057,2.408030,2.408030
1058,2.408030,2.408030
1059,2.533834,2.533834
1060,2.533834,2.533834
1061,3.737553,1.737553
1062,2.737553,2.737553
1063,2.408030,2.408030
1064,2.408030,2.408030
1065,2.533834,2.533834
1066,2.533834,2.533834
1067,3.737553,1.737553
1068,2.737553,2.737553
1069,2.408030,2.408030
1070,2.408030,2.408030
1071,2.533834,2.533834
1072,2.533834,2.533834
1073,3.737553,1.737553
1074,2.737553,2.737553
1075,2.408030,2.408030
1076,2.408030,2.408030
1077,2.533834,2.533834
1078,2.533834,2.533834
1079,3.737553,1.737553
1080,2.737553,2.737553
1081,2.408030,2.408030
1082,2.408030,2.408030
1083,2.533834,2.533834
1084,2.533834,2.533834
1085,3.737553,1.737553
1086,2.737553,2.737553
1087,2.408030,2.408030
1088,2.408030,2.408030
1089,2.533834,2.533834
1090,2.533834,2.533834
1091,3.737553,1.737553
1092,2.737553,2.737553
1093,3.658030,1.658030
1094,3.408030,1.408030
1095,3.441864,1.441864
1096,3.533834,1.533834
1097,2.771387,2.771387
1098,2.487553,2.487553
1099,2.395583,2.395583
1100,2.500000,2.500000
1101,2.533834,2.533834
1102,3.750000,1.750000
1103,2.737553,2.737553
1104,2.408030,2.408030
1105,2.408030,2.408030
1106,2.533834,2.533834
1107,2.533834,2.533834
1108,3.737553,1.737553
1109,2.737553,2.737553
1110,2.408030,2.408030
1111,2.408030,2.408030
1112,2.533834,2.533834
1113,2.533834,2.533834
1114,3.737553,1.737553
1115,2.737553,2.737553
1116,2.408030,2.408030
1117,2.408030,2.408030
1118,2.533834,2.533834
1119,3.783834,1.783834
1120,2.737553,2.737553
1121,3.645583,1.645583
1122,3.408030,1.408030
1123,2.691864,2.691864
1124,3.783834,1.783834
1125,3.429417,1.429417
1126,2.645583,2.645583
1127,2.521387,2.521387
1128,3.691864,1.691864
1129,2.737553,2.737553
1130,3.679417,1.679417
1131,2.658030,2.658030
1132,3.679417,1.679417
1133,2.691864,2.691864
1134,2.429417,2.429417
1135,3.679417,1.679417
1136,2.771387,2.771387
1137,2.429417,2.429417
1138,2.395583,2.395583
1139,2.521387,2.521387
1140,2.533834,2.533834
1141,3.737553,1.737553
1142,2.737553,2.737553
1143,2.408030,2.408030
1144,2.408030,2.408030
1145,2.533834,2.533834
1146,2.533834,2.533834
1147,3.737553,1.737553
1148,2.737553,2.737553
1149,3.658030,1.658030
